SEARCH_ROW,PUBLICATION,DATE,TITLE,EDITION,BYLINE,LANGUAGE,COUNTRY,DATELINE,SP,STATE,JOURNAL-CODE,PUBLICATION-TYPE,LENGTH,LOAD-DATE,SECTION,SUBJECT,TEXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,AE NoticiÌÁrio,4 Abril 2014,Manifestantes e policiais entram em confronto na BÌ©lgica,,AE,PORTUGUESE; PORTUGUÌ_S,,,,Bruxelas,FASTNEWS,Boletim de notÌ_cias,236 palavras,4-Apr-14,INTERNACIONAL,,"A polÌ_cia da BÌ©lgica utilizou canhÌµes de ÌÁgua e sprays de pimenta para conter um protesto em Bruxelas nesta sexta-feira. As medidas foram tomadas apÌ_s policiais serem atingidos por laranjas e pedras atiradas pelos manifestantes. Segundo a polÌ_cia, uma pessoa ficou ferida ao tentar arremessar uma pedra e acidentalmente acertar a prÌ_pria cabeÌ¤a. Diversas outras pessoas tambÌ©m se machucaram, incluindo um policial que aparentemente tambÌ©m havia sido atingido por uma pedra. A manifestaÌ¤Ì£o foi organizada pela ConfederaÌ¤Ì£o Europeia de Sindicatos com o objetivo de se opor a medidas de austeridade implementadas nos 28 paÌ_ses-membros da UniÌ£o Europeia. Eles tambÌ©m protestaram contra o dumping social, praticado por empresas que transferem sua produÌ¤Ì£o para paÌ_ses onde os salÌÁrios sÌ£o mais baixos ou que buscam trabalhadores no exterior para substituir a mÌ£o de obra local. AlÌ©m de paralisar o trÌ¢nsito na capital da BÌ©lgica, o protesto fez com que a embaixada dos Estados Unidos na cidade fosse fechada por motivos de seguranÌ¤a. O incidente ocorreu enquanto o embaixador americano, Anthony Gardner, participava de uma entrevista a jornalistas a respeito de temas que nÌ£o estavam relacionados ÌÊ pauta da manifestaÌ¤Ì£o. De acordo com os organizadores, cerca de 40 mil pessoas eram esperadas no protesto, mas a porta-voz da polÌ_cia belga, Ilse Van de Keere, estimou que 25 mil pessoas foram ÌÊs ruas. Fonte: Associated Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,AE NoticiÌÁrio,1 Abril 2014,Estudantes e policiais entram em confronto no Egito,,AE,PORTUGUESE; PORTUGUÌ_S,,,,Cairo,FASTNEWS,Boletim de notÌ_cias,157 palavras,1-Apr-14,INTERNACIONAL,,"Uma sÌ©rie de violentos confrontos entre a polÌ_cia e estudantes universitÌÁrios prÌ_-Morsi explodiram no Cairo e em outras trÌ»s cidades egÌ_pcias nesta terÌ¤a-feira. No Cairo, a polÌ_cia e os estudantes travaram batalhas campais nas ruas durante horas. As forÌ¤as de seguranÌ¤a usaram gÌÁs lacrimogÌ»neo para dispersar os manifestantes, que responderam com pedras. Em Assuit, cerca de 400 quilÌ«metros ao sul da capital, cerca de 45 pessoas, incluindo 15 estudantes e dois policiais, ficaram feridas quando no confronto entre manifestantes e forÌ¤as de seguranÌ¤a. Sete universitÌÁrios foram presos. Os confrontos tambÌ©m eclodiram em Alexandria, no mediterrÌ¢neo, e em AlmanÌ¤ora, ao norte do Cairo. Os violentos protestos de estudantes islÌ¢micos ocorrem quase diariamente desde a derrubada de Mohammed Mursi da presidÌ»ncia, em julho do ano passado, mas se intensificaram apÌ_s a condenaÌ¤Ì£o ÌÊ morte de mais de 500 pessoas na semana passada. Fonte: Associated Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,AE NoticiÌÁrio,2 Abril 2014,ExplosÌµes na Universidade do Cairo matam 2 pessoas,,,PORTUGUESE; PORTUGUÌ_S,,,,Cairo,FASTNEWS,Boletim de notÌ_cias,164 palavras,2-Apr-14,INTERNACIONAL,,"TrÌ»s bombas explodiram nesta quarta-feira no lado de fora do campus de engenharia da Universidade do Cairo, no Egito. Segundo as autoridades de seguranÌ¤a, pelo menos duas pessoas morreram - um policial e um civil - e sete ficaram feridos, incluindo cinco soldados. As primeiras duas bombas estavam escondidas ao pÌ© de uma ÌÁrvore e foram disparadas com um minuto de intervalo. A terceira explosÌ£o ocorreu duas horas depois, mas nÌ£o teve um impacto tÌ£o grande quanto as anteriores. Segundo a TV estatal egÌ_pcia, os artefatos eram de fabricaÌ¤Ì£o caseira. ""Eu estava esperando o Ì«nibus quando ouvi duas explosÌµes. Havia muita poeira no ar e gritos dos policiais"", disse uma testemunha, Sakta Mostafa. A polÌ_cia de choque do Egito rotineiramente faz rondas na regiÌ£o da universidade na tentativa de antecipar protestos dos estudantes que apoiam o presidente deposto Mohammed Morsi. A instituiÌ¤Ì£o Ì© considerada um dos redutos de apoiadores de Morsi. Fonte: Associated Press e Dow Jones Newswires.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AE NoticiÌÁrio,3 Abril 2014,Venezuela: Protesto termina com pelo menos 2 feridos,,ae,PORTUGUESE; PORTUGUÌ_S,,,,Caracas,FASTNEWS,Boletim de notÌ_cias,290 palavras,3-Apr-14,INTERNACIONAL,,"Um protesto na Universidad Central da Venezuela terminou com um policial e pelo menos um aluno feridos. Estudantes tentaram marchar a partir da universidade nesta quinta-feira para protestar contra ""o desemprego crescente e a crise econÌ«mica"". Mas milhares de policiais das forÌ¤as antimotim e agentes da Guarda Nacional tentaram dispersar os manifestantes com gÌÁs lacrimogÌ»neo, balas de borracha e granadas de atordoamento. Os alunos responderam com pedras e foguetes, um dos quais atingiu um policial. A batalha, que se estendeu por horas, terminou com membros de milÌ_cias prÌ_-governo invadindo o campus. O lÌ_der estudantil Juan Requesens afirmou que pelo menos trÌ»s manifestantes teriam sido hospitalizados. Os milicianos impediram fotÌ_grafos de fazer imagens de um estudante de jornalismo que estava deitado no chÌ£o, aparentemente gravemente ferido. Os alunos conseguiram capturar dois manifestantes prÌ_-governo e tiraram suas roupas. Os protestos no paÌ_s jÌÁ provocaram pelo menos 35 mortes. Os manifestantes haviam se concentrado na praÌ¤a da reitoria da universidade para sair ao meio-dia (horÌÁrio local) e seguir atÌ© a frente da sede da estatal PetrÌ_leos de Venezuela (PDVSA), que funciona tambÌ©m como sede da vice-presidÌ»ncia da ÌÁrea econÌ«mica encabeÌ¤ada pelo ministro do PetrÌ_leo, Rafael RamÌ_rez. Desde cedo, centenas de membros da polÌ_cia venezuelana e da Guarda Nacional estavam nos arredores da universidade para impedir a realizaÌ¤Ì£o da marcha. As autoridades haviam negado a permissÌ£o para marchar aos estudantes, alegando que em fevereiro a oposiÌ¤Ì£o realizou um protesto similar na capital venezuelana com incidentes violentos, que deixaram trÌ»s mortos, dezenas de feridos e instalaÌ¤Ìµes pÌ¼blicas depredadas. Fonte: Associated Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,AE NoticiÌÁrio,6 Abril 2014,Marroquinhos protestam contra planos de austeridade,,AE-AP,PORTUGUESE; PORTUGUÌ_S,,,,"Casablanca, 06",FASTNEWS,Boletim de notÌ_cias,145 palavras,6-Apr-14,INTERNACIONAL,,"Milhares de trabalhadores, professores e funcionÌÁrios pÌ¼blicos tomaram neste domingo as ruas do centro da cidade de Casablanca, no Marrocos, para protestar contra os planos de austeridade adotados pelo governo para controle de gastos. Cerca de 8 mil pessoas atenderam ÌÊ convocaÌ¤Ì£o feita pelos trÌ»s maiores sindicatos dos trabalhadores do paÌ_s. Revoltados com os cortes dos subsÌ_dios de energia e a queda no padrÌ£o de vida, os manifestantes exigem mais empregos e melhores salÌÁrios. O principal alvo dos protestos Ì© o primeiro-ministro, Abdelilah Benkirane, cujo partido IslÌ¢mico chegou ao poder depois dos protestos prÌ_-democracia de 2011. Seu governo teve que cortar os subsÌ_dios para gasolina e diesel para conter o dÌ©ficit orÌ¤amentÌÁrio gerado pelo Ì¼ltimo governo, que elevou os salÌÁrios para combater o levante social durante a Primavera Ìrabe. Fonte: Associated Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,AE NoticiÌÁrio,31 MarÌ¤o 2014,Lufthansa cancela 3.800 voos devido ÌÊ greve de pilotos,,ae,PORTUGUESE; PORTUGUÌ_S,,,,Frankfurt,FASTNEWS,Boletim de notÌ_cias,137 palavras,31-Mar-14,INTERNACIONAL,,"A companhia aÌ©rea alemÌ£ Lufthansa informou que a greve de trÌ»s dias de seus pilotos esta semana resultarÌÁ no cancelamento de 3.800 voos e custarÌÁ dezenas de milhÌµes de euros. A greve ocorre apÌ_s os pilotos representados pelo sindicato Vereinigung Cockpit votarem na semana passada a favor da paralisaÌ¤Ì£o em protesto contra mudanÌ¤as nos benefÌ_cios de aposentadoria. A greve ocorrerÌÁ entre quarta e sexta-feira e afetarÌÁ as operaÌ¤Ìµes de passageiros e tambÌ©m as unidades de carga e de voos regionais. Pilotos do sindicato se reuniram com a Lufthansa no fim de semana, mas afirmaram que os dois lados nÌ£o fizeram progresso. O sindicato representa entre 85% e 90% dos 5.400 pilotos da companhia aÌ©rea. Os aeroportos alemÌ£es tÌ»m enfrentado uma sÌ©rie de greves de diferentes sindicatos nas Ì¼ltimas semanas. Fonte: Dow Jones Newswires.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,AE NoticiÌÁrio,3 Abril 2014,Turquia suspende bloqueio ao Twitter,,AE,PORTUGUESE; PORTUGUÌ_S,,,,Istambul,FASTNEWS,Boletim de notÌ_cias,279 palavras,3-Apr-14,INTERNACIONAL,,"Autoridades que regulam o setor de telecomunicaÌ¤Ìµes na Turquia derrubaram o bloqueio ao Twitter nesta quinta-feira, duas semanas apÌ_s autoridades do paÌ_s impedirem o acesso ao microblog apÌ_s uma sÌ©rie de denÌ¼ncias contra o governo. O Conselho de TelecomunicaÌ¤Ìµes da Turquia retirou de seu site a decisÌ£o judicial que bloqueava o acesso ao Twitter por volta de 17h (hora local). PorÌ©m, ÌÊs 17h30, o microblog ainda nÌ£o podia ser acessado diretamente, forÌ¤ando os usuÌÁrios a buscar soluÌ¤Ìµes tÌ©cnicas, como redes privadas virtuais. As autoridades informaram mais tarde que a rede social estaria disponÌ_vel ""logo apÌ_s as etapas tÌ©cnicas necessÌÁrias fossem tomadas"". A decisÌ£o ocorre um dia depois do Tribunal Constitucional da Turquia decidir que a proibiÌ¤Ì£o do acesso ao Twitter foi ""ilegal e arbitrÌÁria, restringindo seriamente o direito de obter informaÌ¤Ìµes"". Por meio do perfil oficial da empresa, o Twitter comemorou a decisÌ£o do tribunal. ""Esperamos ter o acesso restaurado ao Twitter na Turquia"", informou a companhia. O Conselho de TelecomunicaÌ¤Ìµes da Turquia bloqueou o acesso ao Twitter em 21 de marÌ¤o, horas depois do primeiro-ministro, Recep Tayyip Erdogan, ameaÌ¤ar proibir o uso do site depois de uma sÌ©rie de denÌ¼ncias anÌ«nimas serem publicadas por internautas, dias antes das eleiÌ¤Ìµes municipais. No ano passado, a rede social foi usada como o principal instrumento para organizar protestos contra o governo. Dias depois, o Ì_rgÌ£o bloqueou tambÌ©m o acesso ao Google e ao YouTube, sob a alegaÌ¤Ì£o que os sites ameaÌ¤avam a seguranÌ¤a nacional. O site do Conselho de TelecomunicaÌ¤Ìµes ainda exibia as decisÌµes judiciais que bloqueiam o acesso ao YouTube. Fonte: Dow Jones Newswires.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,AE NoticiÌÁrio,1 Abril 2014,UcrÌ¢nia ordena que grupos armados entreguem arsenais,,AE,PORTUGUESE; PORTUGUÌ_S,,,,Kiev,FASTNEWS,Boletim de notÌ_cias,305 palavras,1-Apr-14,INTERNACIONAL,,"O Parlamento da UcrÌ¢nia aprovou nesta terÌ¤a-feira uma resoluÌ¤Ì£o ordenando que grupos armados formados durante o perÌ_odo de protestos que derrubou o presidente Viktor Yanukovich em fevereiro entreguem imediatamente suas armas. A polÌ_cia ucraniana tem tentado hÌÁ semanas desarmar grupos que ajudaram a depor Yanukovich, mas o Parlamento salientou que mais esforÌ¤os precisam ser feitos para manter a seguranÌ¤a do paÌ_s sob controle. ""Devido ÌÊ extraordinÌÁria situaÌ¤Ì£o social e polÌ_tica no paÌ_s, a um aumento no crime e ÌÊs provocaÌ¤Ìµes sistemÌÁticas por cidadÌ£os estrangeiros no sudeste da UcrÌ¢nia e em Kiev (...), o ministÌ©rio do Interior e os serviÌ¤os de seguranÌ¤a precisam imediatamente desarmar grupos armados ilegalmente"", aponta a resoluÌ¤Ì£o. O novo governo em Kiev tem lutado para conter uma pequena facÌ¤Ì£o de nacionalistas de extrema-direita que participaram do levante armado, mas recentemente entraram em confronto com a polÌ_cia e foram acusados de envolvimento em ataques a bancos e escritÌ_rios em todo o paÌ_s. Na noite de segunda-feira, um tiroteio perto da sede do Pravy Sector (Setor de Direita), um conhecido mas pequeno grupo nacionalista, deixou trÌ»s pessoas feridas, segundo a polÌ_cia ucraniana. Autoridades russas tÌ»m retratado a UcrÌ¢nia como um paÌ_s dominado por bandidos armados e antigoverno na sequÌ»ncia dos protestos que tiraram Yanukovich do poder e afirmam que essa situaÌ¤Ì£o colocou os russos Ì©tnicos na UcrÌ¢nia sob ameaÌ¤a. O governo ucraniano diz que essas alegaÌ¤Ìµes sÌ£o exageradas. Autoridades do paÌ_s afirmam que os confrontos em cidades com russos Ì©tnicos no leste da UcrÌ¢nia nas Ì¼ltimas semanas foram inflamados por provocadores enviados pela RÌ¼ssia e disseram ter interceptado supostos agentes russos tentando entrar no paÌ_s com armas. A RÌ¼ssia negou qualquer envolvimento com os presos. Fonte: Dow Jones Newswires.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,AE NoticiÌÁrio,6 Abril 2014,Manifestantes invadem sedes do governo da UcrÌ¢nia,,,PORTUGUESE; PORTUGUÌ_S,,,,Kiev,FASTNEWS,Boletim de notÌ_cias,452 palavras,6-Apr-14,INTERNACIONAL,,"Manifestantes prÌ_-RÌ¼ssia invadiram sedes do governo ucraniano, neste domingo, em diversas cidades ao leste do paÌ_s. Locais onde o sentimento separatista desencadeou uma sÌ©rie de protestos desde que o presidente prÌ_-Moscou, Viktor Yanukovich, foi deposto, em fevereiro. Em Donetsk, a 80 quilÌ«metros a oeste da fronteira com a RÌ¼ssia, um grande grupo de pessoas, que incluÌ_a muitos com mÌÁscaras e carregando paus e pedras, invadiu um prÌ©dio do governo local e quebrou janelas. O grupo carregava bandeiras da RÌ¼ssia e discursos foram ouvidos a partir de uma varanda, com uma faixa com os dizeres ""RepÌ¼blica Donetsk"". Ativistas dentro do edifÌ_cio reivindicaram um referendo para a junÌ¤Ì£o da provÌ_ncia de Donetsk ÌÊ RÌ¼ssia. Em Luhansk, a nordeste de Donetsk, centenas de pessoas cercaram a sede local do serviÌ¤o e seguranÌ¤a. Um grupo, inclusive, escalou a fachada do edifÌ_cio para colocar uma bandeira russa no telhado. A mÌ_dia ucraniana informou que os manifestantes atiraram ovos e pedras no edifÌ_cio. A imprensa local informou protestos similares nos arredores de Kharkiv. Desde que a Crimeia aprovou um referendo de anexaÌ¤Ì£o ÌÊ RÌ¼ssia, em marÌ¤o, novos referendos similares surgem ao leste do PaÌ_s. No Leste da UcrÌ¢nia estÌÁ concentrado o suporte a Viktor Yanukovych. Cerca da metade dos moradores da regiÌ£o sÌ£o russos Ì©tnicos e acreditam que as autoridades ucranianas sÌ£o nacionalistas, que irÌ£o oprimir os russos residentes no paÌ_s. O governo interino da UcrÌ¢nia nega que infringe os direitos da populaÌ¤Ì£o russa Ì©tnica e acusa Moscou de tentar causar instabilidade. A RÌ¼ssia moveu uma vasta tropa para ÌÁreas prÌ_ximas da fronteira com a UcrÌ¢nia e existem fortes temores de que o leste do paÌ_s poderia ser usado como pretexto para uma incursÌ£o russa. Em comunicado, o governo do presidente Oleksandr Turchinov informou que foi cancelada uma visita ÌÊ LituÌ¢nia nessa semana, para assumir o controle da situaÌ¤Ì£o no Leste da UcrÌ¢nia. O ministro do interior, Arsen Avakov, escreveu, em sua conta no Facebook, que a RÌ¼ssia Ì© a culpada pela turbulÌ»ncia. ""(Vladimir) Putin e Yanukovych ordenaram e financiaram outra sÌ©rie de agitaÌ¤Ì£o separatista no leste"", disse. ""NÌ£o foram muitas pessoas que se reuniram, mas eles estÌ£o se tornando agressivos. Em Donetsk, a multidÌ£o trouxe crianÌ¤as e mulheres para o ataque"". Avakov acrescentou que a situaÌ¤Ì£o voltarÌÁ ao controle sem sangue. Neste final de semana, autoridades ucranianas disseram que haviam detido um grupo de 15 pessoas armadas, que planejava atacar a provÌ_ncia de Luhansk. O serviÌ¤o de seguranÌ¤a da UcrÌ¢nia informou que apreendeu 300 metralhadoras, um antitanque lanÌ¤ador de granadas, um grande nÌ¼mero de granadas, cinco pistolas e bombas incendiÌÁrias. Fonte: Associated Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,AE NoticiÌÁrio,6 Abril 2014,Jornalista Ì© encontrado morto a 150 km de Kiev,,AE-AP,PORTUGUESE; PORTUGUÌ_S,,,,"Kiev, 06",FASTNEWS,Boletim de notÌ_cias,152 palavras,6-Apr-14,INTERNACIONAL,,"Autoridades ucranianas disseram que o corpo de um jornalista sequestrado, que desempenhou um papel ativo nos protestos que derrubaram no mÌ»s de fevereiro o presidente Viktor Yanukovych, foi encontrado em uma floresta a 150 quilÌ«metros distante da capital. Promotores da provÌ_ncia de Cherkassk informou neste domingo que Vasily Sergiyenko foi sequestrado em sua cidade natal de Korsun-Shevchenkivskyi na noite de sexta-feira e depois assassinado. O partido Svoboda, do qual Sergiyenko era membro, revelou que o jornalista foi encontrado com ferimentos causados por faca e sinais de espancamento na cabeÌ¤a e nos joelhos. De acordo com o Svoboda, o assassinato teria sido motivado por questÌµes polÌ_ticas. O partido, cujo lÌ_der Oleh Tyahnybok estÌÁ concorrendo ÌÊs eleiÌ¤Ìµes presidenciais de 25 de maio, informou que Sergiyenko e outros representantes do Svoboda receberam ameaÌ¤as na Ì¼ltima semana. Fonte: Associated Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AE NoticiÌÁrio,1 Abril 2014,BolÌ_via: confronto em protesto causa duas mortes,,ae,PORTUGUESE; PORTUGUÌ_S,,,,La Paz,FASTNEWS,Boletim de notÌ_cias,281 palavras,1-Apr-14,INTERNACIONAL,,"Dois mineiros morreram em confrontos com a polÌ_cia na noite de segunda-feira, quando policiais tentaram retomar uma estrada que havia sido bloqueada pelos trabalhadores em protesto contra a nova lei de mineraÌ¤Ì£o. As mortes teriam ocorrido em embates 190 quilÌ«metros a sudeste de La Paz. Os mineiros usaram dinamite no embate com as forÌ¤as de seguranÌ¤a. A polÌ_cia respondeu com balas de borracha e gÌÁs lacrimogÌ»neo para dispersar os manifestantes. Segundo lÌ_deres dos mineiros, as mortes teriam ocorrido por disparos de balas, mas o ministro do Governo, Carlos Romero, disse que a polÌ_cia nÌ£o utilizou armas de fogo. As duas pessoas mortas foram levadas a um hospital da regiÌ£o, mas os resultados de investigaÌ¤Ì£o forense ainda nÌ£o ficaram prontos. As mortes inflamaram os mineiros, que reforÌ¤aram a tomada de estradas, novamente armados com dinamite. ""Vamos fazer bloqueios em massa"", disse o lÌ_der dos mineiros Ricardo Diaz ÌÊ estaÌ¤Ì£o de rÌÁdio Erbol. La Paz foi isolada do restante das capitais do paÌ_s. Enquanto isso, o ministro da PresidÌ»ncia, Juan RamÌ_n Quintana, anunciou a suspensÌ£o do trÌ¢mite legislativo da lei de mineraÌ¤Ì£o para buscar um consenso. Os protestos foram organizados por milhares de mineiros independentes que sÌ£o aliados polÌ_ticos do presidente Evo Morales. Esses mineiros, que se beneficiam de isenÌ¤Ìµes tributÌÁrias, exigem que a lei lhes permita se associar com mineradoras privadas bolivianas ou multinacionais, mas o governo Ì© contra. De acordo com o ministro de MineraÌ¤Ì£o, Mario Virreira, se os mineiros independentes se associarem a empresas privadas deixarÌ£o de ser cooperativas com vocaÌ¤Ì£o social e deverÌ£o mudar de categoria tributÌÁria. Fonte: Associated Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,AE NoticiÌÁrio,31 MarÌ¤o 2014,Protestos de mineiros em rodovias isolam capital La Paz,,ae,PORTUGUESE; PORTUGUÌ_S,,,,La Paz,FASTNEWS,Boletim de notÌ_cias,261 palavras,31-Mar-14,INTERNACIONAL,,"A capital boliviana, La Paz, foi isolada nesta segunda-feira do restante do paÌ_s por protestos de mineiros independentes, que bloquearam rodovias, contestando uma nova lei de mineraÌ¤Ì£o. Centenas de mineiros tomaram o controle de uma estrada para o sul e de outra para o norte. ""Exigimos que seja aprovado sem modificaÌ¤Ìµes o projeto no qual temos trabalhado com o governo nos Ì¼ltimos trÌ»s anos"", disse hoje o dirigente sindical AgustÌ_n Choque ÌÊ rÌÁdio Erbol. A lei aprovada pelos deputados no fim de semana e enviada ao Senado boliviano proÌ_be que mineiros independentes se associem com empresas privadas para explorar as jazidas que o Estado lhe entrega. TambÌ©m prevÌ» que os contratos referentes ÌÊs entregas sejam aprovados pelo Legislativo. Os mineiros se opÌµem ÌÊs mudanÌ¤as. O ministro de MineraÌ¤Ì£o da BolÌ_via, Mario Virreira, explicou hoje que a proposta busca evitar que empresas privadas ou multinacionais faÌ¤am parcerias com cooperativas de mineiros apenas porque estas tÌ»m regime fiscal vantajoso. ""Se uma empresa privada quer explorar minerais, ela tem outro tratamento"", salientou. Os mineiros independentes somam mais de 100 mil pessoas, sÌ£o aliados polÌ_ticos do presidente da BolÌ_via, Evo Morales, e pelo carÌÁter social das cooperativas mineiras estÌ£o eximidos do pagamento de alguns impostos. Mas esse tratamento preferencial revolta mineradoras privadas. Agricultores do oeste do paÌ_s tambÌ©m contestam essa situaÌ¤Ì£o, reclamando que as cooperativas de mineiros tÌ»m vantagens previstas em lei de uso de fontes de ÌÁgua sem restriÌ¤Ìµes. Fonte: Associated Press.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
